Fecha,Categoría,Ventas,Cantidad,Región,Mes
2026-11-22,Ropa,434097,71,Sur,2026-11
2026-11-23,Juguetes,88077,44,Sur,2026-11
2026-11-24,Ropa,149784,87,Centro,2026-11
2026-11-25,Deportes,215776,41,Norte,2026-11
2026-11-26,Electrónica,325018,75,Sur,2026-11
2026-11-27,Electrónica,79087,42,Norte,2026-11
2026-11-28,Juguetes,284441,33,Norte,2026-11
2026-11-29,Electrónica,250341,50,Norte,2026-11
2026-11-30,Electrónica,299272,63,Norte,2026-11
2026-12-01,Juguetes,78368,37,Sur,2026-12
2026-12-02,Juguetes,497235,59,Sur,2026-12
2026-12-03,Deportes,490815,81,Norte,2026-12
2026-12-04,Electrónica,229571,99,Norte,2026-12
2026-12-05,Electrónica,351102,48,Centro,2026-12
2026-12-06,Deportes,305064,5,Centro,2026-12
2026-12-07,Hogar,261514,48,Centro,2026-12
2026-12-08,Hogar,414372,96,Sur,2026-12
2026-12-09,Hogar,152180,3,Centro,2026-12
2026-12-10,Deportes,435061,47,Sur,2026-12
2026-12-11,Electrónica,406016,62,Sur,2026-12
2026-12-12,Deportes,269904,99,Sur,2026-12
2026-12-13,Deportes,445928,14,Sur,2026-12
2026-12-14,Hogar,405826,63,Centro,2026-12
2026-12-15,Ropa,87603,61,Norte,2026-12
2026-12-16,Electrónica,43872,31,Norte,2026-12
2026-12-17,Hogar,282872,95,Norte,2026-12
2026-12-18,Ropa,367246,17,Centro,2026-12
2026-12-19,Ropa,498535,24,Norte,2026-12
2026-12-20,Juguetes,394193,23,Centro,2026-12
2026-12-21,Electrónica,292727,82,Centro,2026-12
2026-12-22,Ropa,95774,50,Centro,2026-12
2026-12-23,Hogar,410479,78,Norte,2026-12
2026-12-24,Juguetes,398518,79,Norte,2026-12
2026-12-25,Electrónica,208522,79,Norte,2026-12
2026-12-26,Deportes,230357,70,Sur,2026-12
2026-12-27,Hogar,422672,27,Centro,2026-12
2026-12-28,Ropa,363262,15,Sur,2026-12
2026-12-29,Ropa,75942,50,Centro,2026-12
2026-12-30,Hogar,23689,36,Norte,2026-12
2026-12-31,Ropa,436150,8,Centro,2026-12
2027-01-01,Juguetes,43276,79,Centro,2027-01
2027-01-02,Electrónica,111968,3,Sur,2027-01
2027-01-03,Juguetes,423089,62,Centro,2027-01
2027-01-04,Ropa,285194,47,Norte,2027-01
2027-01-05,Deportes,76216,77,Centro,2027-01
2027-01-06,Electrónica,225516,98,Centro,2027-01
2027-01-07,Electrónica,356184,88,Centro,2027-01
2027-01-08,Hogar,31644,96,Sur,2027-01
2027-01-09,Hogar,72021,61,Centro,2027-01
2027-01-10,Deportes,178197,32,Centro,2027-01
2027-01-11,Electrónica,470115,94,Sur,2027-01
2027-01-12,Deportes,52291,13,Sur,2027-01
2027-01-13,Hogar,438276,1,Sur,2027-01
2027-01-14,Hogar,404754,34,Sur,2027-01
2027-01-15,Electrónica,439392,62,Norte,2027-01
2027-01-16,Juguetes,313664,79,Norte,2027-01
2027-01-17,Ropa,35675,78,Centro,2027-01
2027-01-18,Hogar,159359,93,Norte,2027-01
2027-01-19,Hogar,272318,98,Centro,2027-01
2027-01-20,Juguetes,102268,82,Norte,2027-01
2027-01-21,Juguetes,307142,71,Sur,2027-01
2027-01-22,Deportes,194384,93,Sur,2027-01
2027-01-23,Deportes,415328,31,Norte,2027-01
2027-01-24,Ropa,115410,64,Norte,2027-01
2027-01-25,Ropa,347369,25,Centro,2027-01
2027-01-26,Electrónica,316958,38,Centro,2027-01
2027-01-27,Deportes,357235,14,Centro,2027-01
2027-01-28,Hogar,322863,8,Sur,2027-01
2027-01-29,Deportes,139887,91,Sur,2027-01
2027-01-30,Hogar,306063,54,Sur,2027-01
2027-01-31,Juguetes,345299,2,Sur,2027-01
2027-02-01,Deportes,343713,81,Centro,2027-02
2027-02-02,Juguetes,313472,78,Sur,2027-02
2027-02-03,Ropa,211554,89,Sur,2027-02
2027-02-04,Ropa,296762,56,Sur,2027-02
2027-02-05,Electrónica,44675,94,Sur,2027-02
2027-02-06,Deportes,291063,93,Norte,2027-02
2027-02-07,Juguetes,276317,84,Centro,2027-02
2027-02-08,Hogar,381513,85,Centro,2027-02
2027-02-09,Ropa,298544,61,Sur,2027-02
2027-02-10,Ropa,191517,22,Norte,2027-02
2027-02-11,Hogar,80305,35,Centro,2027-02
2027-02-12,Juguetes,178636,16,Centro,2027-02
2027-02-13,Juguetes,449030,50,Sur,2027-02
2027-02-14,Deportes,482963,43,Sur,2027-02
2027-02-15,Deportes,98791,17,Centro,2027-02
2027-02-16,Electrónica,169034,80,Centro,2027-02
2027-02-17,Ropa,488108,58,Norte,2027-02
2027-02-18,Deportes,489058,2,Centro,2027-02
2027-02-19,Juguetes,80533,4,Centro,2027-02
2027-02-20,Hogar,197256,85,Sur,2027-02
2027-02-21,Juguetes,486128,39,Centro,2027-02
2027-02-22,Ropa,375735,98,Sur,2027-02
2027-02-23,Juguetes,151650,94,Centro,2027-02
2027-02-24,Electrónica,141060,6,Centro,2027-02
2027-02-25,Ropa,159696,81,Centro,2027-02
2027-02-26,Hogar,311338,89,Norte,2027-02
2027-02-27,Electrónica,382047,69,Sur,2027-02
2027-02-28,Ropa,403605,69,Norte,2027-02
2027-03-01,Hogar,371447,20,Centro,2027-03
2027-03-02,Electrónica,252188,64,Norte,2027-03
2027-03-03,Electrónica,386047,16,Sur,2027-03
2027-03-04,Ropa,339535,51,Centro,2027-03
2027-03-05,Deportes,247501,37,Norte,2027-03
2027-03-06,Electrónica,417010,73,Norte,2027-03
2027-03-07,Electrónica,330146,69,Sur,2027-03
2027-03-08,Hogar,307675,42,Norte,2027-03
2027-03-09,Juguetes,193887,57,Sur,2027-03
2027-03-10,Ropa,14986,66,Centro,2027-03
2027-03-11,Ropa,304442,9,Centro,2027-03
2027-03-12,Deportes,273625,86,Norte,2027-03
2027-03-13,Deportes,328552,64,Centro,2027-03
2027-03-14,Ropa,210339,86,Centro,2027-03
2027-03-15,Deportes,131950,22,Norte,2027-03
2027-03-16,Hogar,420051,34,Centro,2027-03
2027-03-17,Ropa,135355,55,Norte,2027-03
2027-03-18,Deportes,37798,29,Sur,2027-03
2027-03-19,Ropa,101649,38,Sur,2027-03
2027-03-20,Juguetes,337031,97,Sur,2027-03
2027-03-21,Electrónica,29477,18,Norte,2027-03
2027-03-22,Ropa,420482,71,Norte,2027-03
2027-03-23,Electrónica,227400,65,Centro,2027-03
2027-03-24,Deportes,227060,97,Centro,2027-03
2027-03-25,Electrónica,399959,1,Centro,2027-03
2027-03-26,Ropa,446742,88,Centro,2027-03
2027-03-27,Juguetes,399570,4,Centro,2027-03
2027-03-28,Deportes,415105,4,Norte,2027-03
2027-03-29,Ropa,296479,82,Norte,2027-03
2027-03-30,Deportes,414470,27,Sur,2027-03
2027-03-31,Hogar,358754,43,Sur,2027-03
2027-04-01,Electrónica,283586,59,Sur,2027-04
2027-04-02,Hogar,318433,32,Sur,2027-04
2027-04-03,Ropa,325891,33,Norte,2027-04
2027-04-04,Juguetes,309471,28,Norte,2027-04
2027-04-05,Deportes,419415,55,Norte,2027-04
2027-04-06,Electrónica,344971,60,Centro,2027-04
2027-04-07,Deportes,116464,70,Centro,2027-04
2027-04-08,Ropa,141184,62,Sur,2027-04
2027-04-09,Deportes,97051,80,Centro,2027-04
2027-04-10,Electrónica,160653,34,Norte,2027-04
2027-04-11,Ropa,255300,87,Sur,2027-04
2027-04-12,Deportes,69722,88,Sur,2027-04
2027-04-13,Juguetes,102036,56,Centro,2027-04
2027-04-14,Ropa,238634,13,Sur,2027-04
2027-04-15,Ropa,157595,56,Centro,2027-04
2027-04-16,Juguetes,339104,18,Centro,2027-04
2027-04-17,Hogar,258709,54,Sur,2027-04
2027-04-18,Electrónica,291696,77,Centro,2027-04
2027-04-19,Hogar,151880,43,Centro,2027-04
2027-04-20,Deportes,245419,39,Centro,2027-04
2027-04-21,Juguetes,475741,61,Centro,2027-04
2027-04-22,Hogar,164692,42,Sur,2027-04
2027-04-23,Ropa,273031,81,Norte,2027-04
2027-04-24,Deportes,303946,79,Norte,2027-04
2027-04-25,Deportes,95024,18,Centro,2027-04
2027-04-26,Hogar,498765,23,Centro,2027-04
2027-04-27,Hogar,255809,54,Centro,2027-04
2027-04-28,Juguetes,128639,30,Norte,2027-04
2027-04-29,Electrónica,390392,98,Centro,2027-04
2027-04-30,Hogar,91938,58,Sur,2027-04
2027-05-01,Hogar,227813,68,Sur,2027-05
2027-05-02,Ropa,262100,67,Sur,2027-05
2027-05-03,Deportes,394890,71,Norte,2027-05
2027-05-04,Electrónica,298193,18,Centro,2027-05
2027-05-05,Ropa,349933,7,Centro,2027-05
2027-05-06,Juguetes,94526,40,Centro,2027-05
2027-05-07,Juguetes,411062,70,Norte,2027-05
2027-05-08,Hogar,493779,86,Norte,2027-05
2027-05-09,Hogar,56220,65,Norte,2027-05
2027-05-10,Juguetes,318307,68,Norte,2027-05
2027-05-11,Hogar,406981,49,Sur,2027-05
2027-05-12,Electrónica,389270,52,Norte,2027-05
2027-05-13,Hogar,353630,29,Norte,2027-05
2027-05-14,Deportes,448486,21,Norte,2027-05
2027-05-15,Hogar,85277,90,Centro,2027-05
2027-05-16,Ropa,491494,78,Centro,2027-05
2027-05-17,Electrónica,493455,9,Centro,2027-05
2027-05-18,Ropa,376389,47,Sur,2027-05
2027-05-19,Ropa,132332,76,Sur,2027-05
2027-05-20,Deportes,244231,42,Norte,2027-05
2027-05-21,Electrónica,32931,51,Centro,2027-05
2027-05-22,Electrónica,99116,56,Sur,2027-05
2027-05-23,Electrónica,261671,51,Centro,2027-05
2027-05-24,Electrónica,327777,70,Sur,2027-05
2027-05-25,Electrónica,483918,20,Sur,2027-05
2027-05-26,Deportes,61913,88,Norte,2027-05
2027-05-27,Hogar,260216,27,Norte,2027-05
2027-05-28,Ropa,104776,38,Sur,2027-05
2027-05-29,Electrónica,35991,72,Norte,2027-05
2027-05-30,Hogar,195917,65,Sur,2027-05
2027-05-31,Hogar,114092,54,Sur,2027-05
2027-06-01,Ropa,239577,24,Centro,2027-06
2027-06-02,Deportes,196384,47,Norte,2027-06
2027-06-03,Juguetes,413777,71,Norte,2027-06
2027-06-04,Juguetes,420117,83,Norte,2027-06
2027-06-05,Hogar,247113,86,Centro,2027-06
2027-06-06,Ropa,105556,63,Centro,2027-06
2027-06-07,Juguetes,335019,57,Centro,2027-06
2027-06-08,Hogar,166989,55,Norte,2027-06
2027-06-09,Deportes,334264,60,Norte,2027-06
2027-06-10,Juguetes,405204,99,Norte,2027-06
2027-06-11,Hogar,382185,62,Centro,2027-06
2027-06-12,Hogar,138467,30,Centro,2027-06
2027-06-13,Electrónica,417472,93,Sur,2027-06
2027-06-14,Deportes,390634,22,Centro,2027-06
2027-06-15,Electrónica,228800,75,Sur,2027-06
2027-06-16,Ropa,136155,84,Norte,2027-06
2027-06-17,Electrónica,300374,29,Centro,2027-06
2027-06-18,Electrónica,69778,41,Norte,2027-06
2027-06-19,Juguetes,55833,42,Norte,2027-06
2027-06-20,Hogar,294769,98,Norte,2027-06
2027-06-21,Deportes,42088,65,Norte,2027-06
2027-06-22,Electrónica,220722,31,Centro,2027-06
2027-06-23,Deportes,444383,30,Norte,2027-06
2027-06-24,Electrónica,376081,18,Sur,2027-06
2027-06-25,Ropa,474507,17,Centro,2027-06
2027-06-26,Electrónica,206375,38,Norte,2027-06
2027-06-27,Juguetes,86361,14,Centro,2027-06
2027-06-28,Hogar,360373,87,Sur,2027-06
2027-06-29,Ropa,145189,89,Norte,2027-06
2027-06-30,Electrónica,100265,79,Sur,2027-06
2027-07-01,Deportes,107718,56,Norte,2027-07
2027-07-02,Ropa,332854,22,Sur,2027-07
2027-07-03,Ropa,497642,67,Norte,2027-07
2027-07-04,Electrónica,104876,56,Centro,2027-07
2027-07-05,Ropa,470270,19,Norte,2027-07
2027-07-06,Deportes,40949,57,Centro,2027-07
2027-07-07,Ropa,425763,44,Norte,2027-07
2027-07-08,Deportes,222954,98,Norte,2027-07
2027-07-09,Electrónica,340280,35,Sur,2027-07
2027-07-10,Hogar,121541,1,Sur,2027-07
2027-07-11,Ropa,205691,52,Sur,2027-07
2027-07-12,Hogar,71842,85,Norte,2027-07
2027-07-13,Deportes,498019,93,Norte,2027-07
2027-07-14,Ropa,242930,70,Norte,2027-07
2027-07-15,Juguetes,299134,37,Centro,2027-07
2027-07-16,Hogar,157265,65,Centro,2027-07
2027-07-17,Ropa,302253,51,Norte,2027-07
2027-07-18,Hogar,140356,1,Sur,2027-07
2027-07-19,Ropa,422449,91,Sur,2027-07
2027-07-20,Electrónica,254629,21,Sur,2027-07
2027-07-21,Hogar,222802,53,Norte,2027-07
2027-07-22,Juguetes,400277,16,Sur,2027-07
2027-07-23,Juguetes,175582,61,Norte,2027-07
2027-07-24,Deportes,273450,54,Centro,2027-07
2027-07-25,Ropa,13849,40,Sur,2027-07
2027-07-26,Hogar,22360,26,Centro,2027-07
2027-07-27,Deportes,383216,80,Sur,2027-07
2027-07-28,Hogar,263279,92,Norte,2027-07
2027-07-29,Ropa,104767,65,Norte,2027-07
2027-07-30,Juguetes,271445,74,Norte,2027-07
2027-07-31,Electrónica,186872,64,Norte,2027-07
2027-08-01,Juguetes,440179,43,Sur,2027-08
2027-08-02,Deportes,64330,17,Centro,2027-08
2027-08-03,Electrónica,61707,59,Norte,2027-08
2027-08-04,Deportes,290833,23,Sur,2027-08
2027-08-05,Ropa,39084,7,Centro,2027-08
2027-08-06,Electrónica,50387,44,Norte,2027-08
2027-08-07,Deportes,346960,53,Centro,2027-08
2027-08-08,Ropa,12642,71,Norte,2027-08
2027-08-09,Juguetes,314281,79,Centro,2027-08
2027-08-10,Ropa,483048,34,Centro,2027-08
2027-08-11,Hogar,196633,46,Norte,2027-08
2027-08-12,Ropa,334404,68,Sur,2027-08
2027-08-13,Ropa,156510,78,Centro,2027-08
2027-08-14,Hogar,320586,78,Norte,2027-08
2027-08-15,Deportes,375205,16,Centro,2027-08
2027-08-16,Deportes,406210,71,Centro,2027-08
2027-08-17,Ropa,264511,96,Sur,2027-08
2027-08-18,Hogar,397988,19,Centro,2027-08
2027-08-19,Hogar,371719,2,Centro,2027-08
2027-08-20,Juguetes,273957,10,Norte,2027-08
2027-08-21,Deportes,365171,50,Norte,2027-08
2027-08-22,Electrónica,395633,81,Sur,2027-08
2027-08-23,Deportes,94381,12,Centro,2027-08
2027-08-24,Deportes,259880,70,Centro,2027-08
2027-08-25,Juguetes,327420,22,Centro,2027-08
2027-08-26,Electrónica,313387,32,Sur,2027-08
2027-08-27,Juguetes,203984,84,Centro,2027-08
2027-08-28,Electrónica,70272,1,Norte,2027-08
2027-08-29,Ropa,183123,54,Sur,2027-08
2027-08-30,Electrónica,482070,58,Norte,2027-08
2027-08-31,Juguetes,223808,70,Norte,2027-08
2027-09-01,Deportes,263091,83,Sur,2027-09
2027-09-02,Electrónica,337762,18,Norte,2027-09
2027-09-03,Electrónica,274064,6,Centro,2027-09
2027-09-04,Hogar,116121,45,Sur,2027-09
2027-09-05,Deportes,480435,97,Norte,2027-09
2027-09-06,Ropa,86872,23,Centro,2027-09
2027-09-07,Juguetes,353276,23,Centro,2027-09
2027-09-08,Ropa,274237,26,Norte,2027-09
2027-09-09,Deportes,285049,77,Centro,2027-09
2027-09-10,Electrónica,131759,7,Sur,2027-09
2027-09-11,Electrónica,427567,79,Norte,2027-09
2027-09-12,Deportes,303125,44,Centro,2027-09
2027-09-13,Electrónica,346047,27,Centro,2027-09
2027-09-14,Electrónica,342965,26,Norte,2027-09
2027-09-15,Electrónica,381344,97,Norte,2027-09
2027-09-16,Juguetes,92289,79,Norte,2027-09
2027-09-17,Juguetes,126506,36,Norte,2027-09
2027-09-18,Hogar,487237,55,Sur,2027-09
2027-09-19,Ropa,88513,64,Norte,2027-09
2027-09-20,Deportes,423090,91,Sur,2027-09
2027-09-21,Deportes,192003,57,Sur,2027-09
2027-09-22,Deportes,410890,69,Norte,2027-09
2027-09-23,Hogar,322660,61,Sur,2027-09
2027-09-24,Juguetes,269480,2,Norte,2027-09
2027-09-25,Hogar,272043,55,Norte,2027-09
2027-09-26,Deportes,497790,97,Centro,2027-09
2027-09-27,Ropa,201758,80,Norte,2027-09
2027-09-28,Electrónica,498067,87,Centro,2027-09
2027-09-29,Juguetes,341356,38,Sur,2027-09
2027-09-30,Juguetes,143498,80,Centro,2027-09
2027-10-01,Hogar,264024,78,Sur,2027-10
2027-10-02,Juguetes,140970,29,Norte,2027-10
2027-10-03,Deportes,100009,26,Sur,2027-10
2027-10-04,Deportes,209570,35,Sur,2027-10
2027-10-05,Hogar,433159,79,Norte,2027-10
2027-10-06,Deportes,207467,67,Sur,2027-10
2027-10-07,Ropa,54816,87,Norte,2027-10
2027-10-08,Hogar,14138,29,Centro,2027-10
2027-10-09,Ropa,101176,34,Norte,2027-10
2027-10-10,Electrónica,348089,97,Norte,2027-10
2027-10-11,Ropa,276161,41,Sur,2027-10
2027-10-12,Electrónica,282595,41,Centro,2027-10
2027-10-13,Electrónica,204028,23,Norte,2027-10
2027-10-14,Ropa,366007,71,Centro,2027-10
2027-10-15,Hogar,282422,3,Centro,2027-10
2027-10-16,Deportes,231552,58,Sur,2027-10
2027-10-17,Deportes,53764,32,Norte,2027-10
2027-10-18,Electrónica,133030,31,Sur,2027-10
2027-10-19,Electrónica,404350,82,Norte,2027-10
2027-10-20,Hogar,335087,43,Centro,2027-10
2027-10-21,Juguetes,105667,7,Norte,2027-10
2027-10-22,Ropa,326462,1,Norte,2027-10
2027-10-23,Electrónica,375567,61,Centro,2027-10
2027-10-24,Deportes,376142,14,Centro,2027-10
2027-10-25,Hogar,70128,52,Norte,2027-10
2027-10-26,Ropa,229128,96,Sur,2027-10
2027-10-27,Hogar,294013,6,Norte,2027-10
2027-10-28,Ropa,243540,10,Centro,2027-10
2027-10-29,Ropa,15039,71,Sur,2027-10
2027-10-30,Electrónica,162353,90,Centro,2027-10
2027-10-31,Hogar,122935,98,Centro,2027-10
2027-11-01,Hogar,20442,30,Sur,2027-11
2027-11-02,Deportes,345932,21,Centro,2027-11
2027-11-03,Deportes,391873,60,Centro,2027-11
2027-11-04,Electrónica,299730,81,Centro,2027-11
2027-11-05,Electrónica,63053,97,Centro,2027-11
2027-11-06,Juguetes,191561,74,Centro,2027-11
2027-11-07,Deportes,224176,63,Centro,2027-11
2027-11-08,Ropa,96346,42,Centro,2027-11
2027-11-09,Hogar,339231,51,Centro,2027-11
2027-11-10,Electrónica,415841,64,Centro,2027-11
2027-11-11,Hogar,44397,76,Norte,2027-11
2027-11-12,Hogar,330815,56,Norte,2027-11
2027-11-13,Juguetes,126214,80,Centro,2027-11
2027-11-14,Deportes,495001,41,Norte,2027-11
2027-11-15,Electrónica,339041,32,Sur,2027-11
2027-11-16,Hogar,167221,15,Norte,2027-11
2027-11-17,Electrónica,463246,62,Centro,2027-11
2027-11-18,Ropa,473122,27,Centro,2027-11
2027-11-19,Juguetes,408499,28,Norte,2027-11
2027-11-20,Ropa,410826,81,Centro,2027-11
2027-11-21,Electrónica,446542,64,Sur,2027-11
2027-11-22,Electrónica,287068,59,Sur,2027-11
2027-11-23,Deportes,123143,58,Centro,2027-11
2027-11-24,Hogar,382397,2,Sur,2027-11
2027-11-25,Hogar,479378,36,Sur,2027-11
2027-11-26,Ropa,372441,71,Norte,2027-11
2027-11-27,Juguetes,273013,13,Sur,2027-11
2027-11-28,Hogar,369232,15,Norte,2027-11
2027-11-29,Deportes,273158,89,Centro,2027-11
2027-11-30,Ropa,20103,87,Norte,2027-11
2027-12-01,Ropa,485738,60,Centro,2027-12
2027-12-02,Deportes,382461,22,Centro,2027-12
2027-12-03,Juguetes,499223,63,Centro,2027-12
2027-12-04,Deportes,436674,90,Centro,2027-12
2027-12-05,Juguetes,493821,97,Centro,2027-12
2027-12-06,Deportes,92409,75,Norte,2027-12
2027-12-07,Deportes,33248,74,Centro,2027-12
2027-12-08,Electrónica,492376,25,Sur,2027-12
2027-12-09,Ropa,184588,48,Sur,2027-12
2027-12-10,Deportes,432277,43,Centro,2027-12
2027-12-11,Deportes,165242,38,Sur,2027-12
2027-12-12,Hogar,18024,41,Norte,2027-12
2027-12-13,Ropa,485430,45,Norte,2027-12
2027-12-14,Hogar,244864,88,Centro,2027-12
2027-12-15,Ropa,358091,40,Centro,2027-12
2027-12-16,Hogar,184875,97,Centro,2027-12
2027-12-17,Deportes,422512,17,Sur,2027-12
2027-12-18,Deportes,363973,88,Sur,2027-12
2027-12-19,Electrónica,364852,57,Norte,2027-12
2027-12-20,Hogar,358808,2,Sur,2027-12
2027-12-21,Juguetes,421473,96,Norte,2027-12
2027-12-22,Electrónica,153927,62,Sur,2027-12
2027-12-23,Hogar,95178,88,Norte,2027-12
2027-12-24,Hogar,373265,9,Centro,2027-12
2027-12-25,Electrónica,292169,68,Sur,2027-12
2027-12-26,Deportes,407674,81,Norte,2027-12
2027-12-27,Hogar,73610,17,Sur,2027-12
2027-12-28,Deportes,80843,50,Centro,2027-12
2027-12-29,Electrónica,117237,94,Norte,2027-12
2027-12-30,Deportes,487177,40,Sur,2027-12
2027-12-31,Ropa,190903,58,Sur,2027-12
2028-01-01,Juguetes,184499,75,Centro,2028-01
2028-01-02,Hogar,497025,85,Centro,2028-01
2028-01-03,Juguetes,140299,21,Norte,2028-01
2028-01-04,Deportes,441722,18,Sur,2028-01
2028-01-05,Hogar,15668,55,Sur,2028-01
2028-01-06,Deportes,232542,29,Centro,2028-01
2028-01-07,Ropa,188267,24,Centro,2028-01
2028-01-08,Electrónica,345377,74,Norte,2028-01
2028-01-09,Hogar,165489,17,Sur,2028-01
2028-01-10,Ropa,354126,18,Sur,2028-01
2028-01-11,Ropa,116133,42,Norte,2028-01
2028-01-12,Hogar,282895,84,Norte,2028-01
2028-01-13,Deportes,318362,45,Centro,2028-01
2028-01-14,Ropa,398793,82,Centro,2028-01
2028-01-15,Juguetes,279496,17,Norte,2028-01
2028-01-16,Ropa,220124,73,Norte,2028-01
2028-01-17,Deportes,98835,14,Sur,2028-01
2028-01-18,Deportes,107493,49,Norte,2028-01
2028-01-19,Juguetes,301071,29,Norte,2028-01
2028-01-20,Ropa,182166,95,Sur,2028-01
2028-01-21,Deportes,111948,4,Norte,2028-01
2028-01-22,Hogar,195194,82,Centro,2028-01
2028-01-23,Electrónica,39493,20,Centro,2028-01
2028-01-24,Electrónica,495463,47,Sur,2028-01
2028-01-25,Electrónica,476755,9,Norte,2028-01
2028-01-26,Ropa,303851,77,Centro,2028-01
2028-01-27,Juguetes,209886,79,Centro,2028-01
2028-01-28,Deportes,148368,27,Centro,2028-01
2028-01-29,Hogar,166470,15,Centro,2028-01
2028-01-30,Hogar,307986,92,Norte,2028-01
2028-01-31,Ropa,23261,19,Norte,2028-01
2028-02-01,Electrónica,86709,90,Norte,2028-02
2028-02-02,Ropa,105985,52,Norte,2028-02
2028-02-03,Juguetes,378760,26,Centro,2028-02
2028-02-04,Juguetes,459920,89,Sur,2028-02
2028-02-05,Deportes,339317,26,Sur,2028-02
2028-02-06,Deportes,303925,26,Centro,2028-02
2028-02-07,Juguetes,285796,46,Centro,2028-02
2028-02-08,Juguetes,277247,92,Sur,2028-02
2028-02-09,Juguetes,297644,49,Sur,2028-02
2028-02-10,Ropa,256404,82,Centro,2028-02
2028-02-11,Juguetes,110336,96,Centro,2028-02
2028-02-12,Hogar,438745,53,Norte,2028-02
2028-02-13,Electrónica,123499,3,Norte,2028-02
2028-02-14,Juguetes,159524,66,Sur,2028-02
2028-02-15,Electrónica,321537,97,Centro,2028-02
2028-02-16,Ropa,434390,42,Sur,2028-02
2028-02-17,Electrónica,467666,19,Norte,2028-02
2028-02-18,Ropa,176508,17,Norte,2028-02
2028-02-19,Hogar,319550,33,Sur,2028-02
2028-02-20,Ropa,335203,76,Norte,2028-02
2028-02-21,Ropa,157026,49,Centro,2028-02
2028-02-22,Deportes,354866,56,Sur,2028-02
2028-02-23,Juguetes,260819,63,Centro,2028-02
2028-02-24,Juguetes,22356,3,Centro,2028-02
2028-02-25,Hogar,138128,49,Norte,2028-02
2028-02-26,Hogar,12187,55,Centro,2028-02
2028-02-27,Juguetes,349387,26,Sur,2028-02
2028-02-28,Deportes,307242,99,Centro,2028-02
2028-02-29,Juguetes,495687,72,Centro,2028-02
2028-03-01,Deportes,162297,52,Centro,2028-03
2028-03-02,Hogar,144678,7,Centro,2028-03
2028-03-03,Electrónica,329764,46,Centro,2028-03
2028-03-04,Hogar,436044,46,Norte,2028-03
2028-03-05,Hogar,136270,16,Sur,2028-03
2028-03-06,Ropa,429705,24,Norte,2028-03
2028-03-07,Ropa,286531,61,Sur,2028-03
2028-03-08,Ropa,341607,54,Sur,2028-03
2028-03-09,Ropa,475048,62,Sur,2028-03
2028-03-10,Deportes,499196,1,Sur,2028-03
2028-03-11,Juguetes,252998,49,Sur,2028-03
2028-03-12,Electrónica,405807,25,Centro,2028-03
2028-03-13,Hogar,251503,10,Norte,2028-03
2028-03-14,Deportes,451732,80,Norte,2028-03
2028-03-15,Electrónica,363827,16,Centro,2028-03
2028-03-16,Deportes,72061,58,Sur,2028-03
2028-03-17,Deportes,245497,72,Norte,2028-03
2028-03-18,Hogar,469952,29,Centro,2028-03
2028-03-19,Juguetes,91257,92,Centro,2028-03
2028-03-20,Ropa,71753,6,Norte,2028-03
2028-03-21,Juguetes,356918,16,Norte,2028-03
2028-03-22,Hogar,414303,20,Sur,2028-03
2028-03-23,Hogar,434032,80,Sur,2028-03
2028-03-24,Hogar,33408,71,Norte,2028-03
2028-03-25,Electrónica,134116,78,Sur,2028-03
2028-03-26,Juguetes,141208,43,Centro,2028-03
2028-03-27,Juguetes,27413,26,Sur,2028-03
2028-03-28,Deportes,123650,90,Sur,2028-03
2028-03-29,Deportes,69500,78,Centro,2028-03
2028-03-30,Deportes,356658,71,Sur,2028-03
2028-03-31,Hogar,66358,33,Centro,2028-03
2028-04-01,Juguetes,76197,26,Sur,2028-04
2028-04-02,Hogar,233861,45,Norte,2028-04
2028-04-03,Electrónica,233492,84,Sur,2028-04
2028-04-04,Deportes,271545,63,Norte,2028-04
2028-04-05,Hogar,436070,67,Norte,2028-04
2028-04-06,Hogar,86240,52,Norte,2028-04
2028-04-07,Electrónica,245595,68,Norte,2028-04
2028-04-08,Ropa,231135,26,Norte,2028-04
2028-04-09,Juguetes,288466,75,Centro,2028-04
2028-04-10,Ropa,385197,2,Centro,2028-04
2028-04-11,Deportes,16968,14,Centro,2028-04
2028-04-12,Hogar,299662,30,Norte,2028-04
2028-04-13,Electrónica,324069,49,Sur,2028-04
2028-04-14,Electrónica,200920,12,Centro,2028-04
2028-04-15,Juguetes,384044,90,Sur,2028-04
2028-04-16,Ropa,365566,44,Sur,2028-04
2028-04-17,Juguetes,273844,33,Norte,2028-04
2028-04-18,Hogar,365926,13,Norte,2028-04
2028-04-19,Juguetes,242076,78,Norte,2028-04
2028-04-20,Electrónica,33199,88,Centro,2028-04
2028-04-21,Electrónica,447805,98,Norte,2028-04
2028-04-22,Deportes,173187,26,Centro,2028-04
2028-04-23,Deportes,465150,21,Centro,2028-04
2028-04-24,Hogar,195388,28,Centro,2028-04
2028-04-25,Ropa,15520,48,Centro,2028-04
2028-04-26,Juguetes,119814,40,Norte,2028-04
2028-04-27,Hogar,177527,66,Centro,2028-04
2028-04-28,Deportes,256356,73,Norte,2028-04
2028-04-29,Juguetes,489681,87,Norte,2028-04
2028-04-30,Deportes,133364,79,Centro,2028-04
2028-05-01,Juguetes,444821,77,Norte,2028-05
2028-05-02,Ropa,24955,23,Sur,2028-05
2028-05-03,Hogar,185121,81,Norte,2028-05
